Target,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Standard,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
Target,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
Target,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0
Standard,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0
Target,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0
Target,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
Target,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0
Standard,1.0,1.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0
Target,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0
Standard,1.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0
Target,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Target,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Target,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Standard,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
Target,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
Standard,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0
Target,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0
Standard,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0
Target,1.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0
Standard,1.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0
Target,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0
Standard,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0
Target,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0
Standard,1.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0
Target,1.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0
Target,1.0,2.0,1.0,2.0,2.0,1.0,0.0,3.0,0.0
Standard,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
Target,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
Standard,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0
Target,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0
Standard,1.0,2.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0
Target,1.0,2.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0
Target,1.0,2.0,1.0,2.0,2.0,1.0,4.0,0.0,0.0
Standard,1.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,0.0
Target,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0
Target,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0
Target,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0
Target,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0
Target,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Target,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Target,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0
Standard,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
Target,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
Standard,1.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0
Target,1.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0
Target,1.0,3.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0
Standard,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0
Target,1.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0
Standard,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0
Standard,1.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0
Target,1.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0
Standard,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0
Standard,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0
Standard,1.0,3.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0
Target,1.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0
Standard,1.0,3.0,1.0,1.0,2.0,1.0,5.0,0.0,0.0
Standard,1.0,3.0,1.0,1.0,2.0,1.0,6.0,0.0,0.0
Target,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0
Standard,1.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0
Target,1.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0
Target,1.0,3.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0
Standard,1.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
Target,1.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
Target,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0
Target,1.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0
Standard,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0
Target,1.0,3.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0
Target,1.0,3.0,1.0,2.0,2.0,1.0,4.0,0.0,0.0
Target,1.0,3.0,1.0,2.0,2.0,1.0,5.0,1.0,0.0
Standard,1.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0
Target,1.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0
Target,1.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0
Target,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0
Standard,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
Standard,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0
Target,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0
Target,2.0,1.0,3.0,2.0,2.0,1.0,5.0,0.0,0.0
Target,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
Target,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
Standard,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
Target,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
Standard,2.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0
Target,2.0,2.0,1.0,1.0,2.0,1.0,8.0,0.0,0.0
Standard,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0
Target,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0
Target,2.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0
Standard,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
Target,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
Target,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0
Standard,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0
Target,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0
Target,2.0,2.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0
Standard,2.0,2.0,1.0,2.0,2.0,1.0,4.0,0.0,0.0
Target,2.0,2.0,1.0,2.0,2.0,1.0,4.0,0.0,0.0
Target,2.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0
Standard,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0
Standard,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0
Standard,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0
Target,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0
Target,2.0,2.0,2.0,2.0,2.0,2.0,4.0,0.0,0.0
Standard,2.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0
Target,2.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0
Standard,2.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0
Target,2.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0
Target,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0
Standard,2.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
Target,2.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0
Standard,2.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0
Target,2.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0
Target,2.0,3.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0
Target,2.0,3.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0
Standard,2.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0
Target,2.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0
Target,2.0,3.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0
Standard,2.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
Target,2.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
Target,2.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0
Target,2.0,3.0,1.0,2.0,2.0,1.0,3.0,0.0,0.0
Target,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0
Target,2.0,3.0,1.0,2.0,2.0,1.0,4.0,4.0,0.0
Standard,2.0,3.0,1.0,2.0,2.0,1.0,5.0,0.0,0.0
Target,2.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0
Target,2.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0
Target,2.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0
Target,2.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0
Target,2.0,3.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0
Target,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0
Target,2.0,3.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0
Target,2.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0
Standard,2.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0
Target,2.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0
Target,2.0,3.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0
Standard,2.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0
Standard,2.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0
Target,2.0,3.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0
Target,2.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0
Standard,2.0,3.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0
Target,2.0,3.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0
Target,2.0,3.0,3.0,2.0,2.0,1.0,6.0,0.0,0.0
Target,2.0,3.0,3.0,2.0,2.0,2.0,0.0,5.0,1.0
Target,2.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0
Target,2.0,3.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0
Target,2.0,3.0,3.0,2.0,2.0,2.0,6.0,0.0,0.0
